,Energie,Vet,Waarvan verzadigd,Waarvan enkelvoudig onverzadigd,Waarvan meervoudig onverzadigd,Koolhydraten,Waarvan suikers,Voedingsvezel,Eiwitten,Zout
oats,1580 kJ (375 kcal),7 g,1.5 g,3 g,2.5 g,59 g,0.7 g,10 g,14 g,0 g
